Post_ID,Position,Unit,First_Date,Last_Date,Appearances,Status_History
"104206","Спеціаліст відділу впровадження ІКС","Міністерство Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"104113","Системний адміністратор/зв'язківець","Сухопутні Війська",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"103979","Senior Frontend Engineer","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"103617","MDM Administrator","Міністерство Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"72497","Технік","Кафедра військової підготовки Івано-Франківського НТУНГ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"72484","Старший інструктор/інструктор SAP","Кафедра військової підготовки Івано-Франківського НТУНГ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"103235","Data Analyst","414 окрема бригада ударних БпАС «Птахи Мадяра»",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"102736","Аналітик","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"74509","Зв'язківець (напрям IT)","Батальйон безпілотних систем 92 ОШБр",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"101561","Інженер-програміст БПЛА","9 окрема бригада безпілотних систем",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"101552","Системний адміністратор","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"101408","Системний адміністратор","9 окрема бригада безпілотних систем",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"101030","Інженер-програміст БПЛА (R&D)","Батальйон безпілотних систем 77 ОАеМБр",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"100626","Automation QA/тестувальник","12 окремий центр спеціального призначення",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"100168","Зв’язківець (IT-напрям)","11 прикордонний загін ДПСУ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"100127","Системний адміністратор","12 окремий центр спеціального призначення",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"99890","Інженер технічної підтримки користувачів","Окремий спеціальний центр електронної підтримки",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"99612","Майстер телекомунікаційних мереж та інформаційних систем","12 бригада спеціального призначення «Азов»",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"99197","Інженер-програміст БПЛА","Підрозділ зенітних БпАК "Skyfall" 1 БрОП "Буревій"",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"97813","Middle ML Engineer","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"97809","Технічний проєктний менеджер","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"97359","Cyber Security Engineer/Pentester/Hacker","1 окремий штурмовий полк",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"96883","Інженер машинного навчання ML Python","12 окремий центр спеціального призначення",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"62971","Програміст","59 окрема штурмова бригада безпілотних систем",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"96263","Business Analyst/Product Owner","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"96259","Data Engineer","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"95963","Програміст","81 окрема аеромобільна бригада",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"95475","Фахівець із захисту інформації","Центр Спеціальних Операцій “А”",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"95015","Фахівець з кібербезпеки","Центр Спеціальних Операцій “А”",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"95013","IT-фахівець з обслуговування систем зв'язку","Центр Спеціальних Операцій “А”",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"94714","Начальник науково-дослідного відділу технологій ШІ","Центральний науково-дослідний інститут",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"94509","Інженер-програміст","13 бригада оперативного призначення “Хартія”",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"94424","Фахівець з кібербезпеки","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"94422","DevOps","Сухопутні Війська",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"94272","CV/ML Research Engineer","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"93768","Senior Product Designer","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"93700","Інженер штучного інтелекту","Центральний науково-дослідний інститут",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"93702","Senior DevOps Engineer","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"30337","Технік автоматизованих систем","27 прикордонний загін ДПСУ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"93219","Фахівець в галузі програмування","12 бригада спеціального призначення «Азов»",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"92992","Інженер-електронник/Embedded Developer","14 окремий полк БпАК",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"92126","Frontend розробник","Головне управління розвідки МОУ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"92124","Backend розробник","Головне управління розвідки МОУ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"91963","Програміст","13 бригада оперативного призначення “Хартія”",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"90629","Планшетист-телеграфіст","58 окрема мотопіхотна бригада",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"90167","Програміст (звʼязківець)","5 батальйон 119 ОБрТрО",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"89227","Розробник Webflow","12 бригада спеціального призначення «Азов»",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"89017","Спеціаліст з BetaFlight та INAV","Батальйон безпілотних систем 77 ОАеМБр",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"88860","Начальник відділення інформаційно-комунікаційного вузла","Військовий інститут телекомунікацій та інформатизації",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"88310","Начальник служби захисту інформації","22 військово-картографічна частина",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"87864","Data Science Engineer","Окремий спеціальний центр електронної підтримки",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"86792","Розробник Wordpress","12 бригада спеціального призначення «Азов»",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"86623","DevOps/Системний адміністратор","Центр спеціальних операцій "А" СБУ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"86205","Site Reliability Engineer","Окремий спеціальний центр електронної підтримки",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"85589","Інструктор з програмного забезпечення","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"84805","Спеціаліст з Arduino/Rasspberry Pi","Батальйон безпілотних систем «RUGBY TEAM» 129 ОВМБр",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"84491","Майстер з техобслуговування безпілотних наземних…","25 окрема повітрянодесантна бригада",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"83740","Інженер з інтелектуальної автоматизації","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"74094","Системний адміністратор-зв'язківець","Батальйон безпілотних систем 92 ОШБр",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"74090","Програміст","Батальйон безпілотних систем 92 ОШБр",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"9713","Системний адміністратор","Сили Оборони України",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"75027","Cyber Security Engineer/Pentester/Hacker","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"80567","Офіцер групи зв'язку та кібербезпеки","95 окремий батальйон підтримки",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"73851","Backend розробник","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"73847","Frontend розробник","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"34058","Офіцер групи впровадження автоматизованих систем","Сили Територіальної Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"72921","Технік з системного адміністрування","801 окремий загін боротьби з підводними диверсійними силами та засобами",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"71596","Зв’язківець (IT напрям)","429 окремий полк безпілотних систем «Ахіллес»",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"57572","Зв’язківець/адміністратор мереж","12 окремий центр спеціального призначення",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"57567","Інженер-зв’язківець","12 окремий центр спеціального призначення",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"68638","Системний адміністратор взводу звʼязку","12 бригада спеціального призначення «Азов»",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"19143","Системний адміністратор","18 Слов’янська бригада",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"37245","Розробник програмного забезпечення","18 Слов’янська бригада НГУ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"19224","Системний адміністратор серверного сегмента","Національна гвардія України",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"65761","Penetration Tester (Python/Go)","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"3583","Системний адміністратор","Національна гвардія України",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"64626","Спеціаліст з кібербезпеки","13 бригада оперативного призначення "Хартія"",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"62542","Начальник служби захисту інформації","129 окрема важка механізована бригада",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"61468","Інженер групи зв’язку","Війська зв'язку",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"59592","Адміністратор комп'ютерних мереж","223 зенітний ракетний полк",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"59589","Фахівець з кібербезпеки","223 зенітний ракетний полк",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"59555","Фахівець з кібербезпеки","158 окрема механізована бригада",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"52959","Спеціаліст служби захисту інформації/системний адміністратор","Повітряні Сили",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"39733","Спеціаліст з кібербезпеки/системний адміністратор","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"38734","Інженер комп’ютерної мережі/зв’язківець","Національна гвардія України",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"36143","Технік служби технічного захисту інформації","26 полк НГУ",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"35575","Старший офіцер відділення зв`язку та кібербезпеки","104 окрема бригада ТрО",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"35415","…","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"34988","Технік служби захисту інформації","Сили Логістики",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"30820","Senior/Expert Machine Learning Engineer","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"30816","Senior/Expert Data Engineer","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"30812","Lead Data and ML Engineer (рівня СТО)","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"30682","CV/ML Research Engineer","Сили Оборони",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"25140","Зв'язківець/системний адміністратор","225 окремий штурмовий полк",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"15894","Начальник служби захисту інформації","Водолазна школа ВМС",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"13762","Системний адміністратор","68 окрема єгерська бригада",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"3585","Фахівець із кібербезпеки","Національна Гвардія України",2025-10-21,2025-12-10,22,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147416","Customer Success Manager","14 окремий полк БпАК",2025-10-23,2025-12-10,21,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147413","Business Аnalyst","14 окремий полк БпАК",2025-10-23,2025-12-10,21,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147359","Senior Java Developer","Центр інновацій та розвитку оборонних технологій",2025-10-23,2025-12-10,21,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147019","Дизайнер","17 Полтавська бригада «Рейд»",2025-10-23,2025-12-10,21,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"146645","Помічник начальника зв'язку та кібербезпеки","106 окрема бригада ТрО",2025-10-23,2025-12-10,21,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"146603","Фахівець з ІКС «Імпульс»","115 окрема механізована бригада",2025-10-23,2025-12-10,21,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"123381","Android Developer","Сухопутні Війська",2025-10-21,2025-12-07,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"122359","Full Stack Developer","225 окремий штурмовий полк",2025-10-21,2025-12-07,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"122356","Системний адміністратор/DevOps","225 окремий штурмовий полк",2025-10-21,2025-12-07,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"122277","DevOps/DataOps Engineer","2 корпус НГУ «Хартія»",2025-10-21,2025-12-07,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"118034","Frontend-розробник","1 корпус НГУ «Азов»",2025-10-21,2025-12-07,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"118032","Backend-розробник","1 корпус НГУ «Азов»",2025-10-21,2025-12-07,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"117948","Спеціаліст з кібербезпеки","1 корпус НГУ «Азов»",2025-10-21,2025-12-07,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"104409","Software Engineer with Elixir","Сухопутні Війська",2025-10-21,2025-12-07,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148286","DevOps Engineer","Сили Оборони",2025-10-26,2025-12-10,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148199","Оператор центру технічної підтримки","1 корпус НГУ «Азов»",2025-10-26,2025-12-10,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148008","Penetration Tester","Міністерство Оборони",2025-10-26,2025-12-10,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147925","Full Stack Developer","1 центр рекрутингу Сухопутних військ",2025-10-26,2025-12-10,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147740","SOC Analyst L1","Міністерство Оборони",2025-10-26,2025-12-10,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147731","Фахівець з адміністрування облікових записів користувачів","Сили Оборони",2025-10-26,2025-12-10,20,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147380","Business Analyst/Product Owner","2 корпус НГУ «Хартія»",2025-10-23,2025-12-07,19,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"80808","Начальник служби захисту інформації","95 окремий батальйон підтримки",2025-10-27,2025-12-10,19,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148569","Програміст-налагоджувальник верстатів з ЧПК","93 полк «Цукрарня Птахів Мадяра»",2025-10-27,2025-12-10,19,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148431","Системний адміністратор","Сили Оборони",2025-10-27,2025-12-10,19,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148428","DevOps/Інженер інфраструктури","Сили Оборони",2025-10-27,2025-12-10,19,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148425","DevOps","93 полк «Цукрарня Птахів Мадяра»",2025-10-27,2025-12-10,19,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148422","Спеціаліст з автоматизації GoogleExcel","93 полк «Цукрарня Птахів Мадяра»",2025-10-27,2025-12-10,19,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148419","DevSecOps","93 полк «Цукрарня Птахів Мадяра»",2025-10-27,2025-12-10,19,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"122137","Data Analyst","2 корпус НГУ «Хартія»",2025-10-26,2025-12-07,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"122271","Data Engineer","2 корпус НГУ «Хартія»",2025-10-26,2025-12-07,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"147704","Full Stack Developer","2 корпус НГУ «Хартія»",2025-10-26,2025-12-07,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150336","Phishing Specialist","Сили Оборони",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150264","Інженер кібербезпеки інформаційних ресурсів","Центр масштабування технологічних рішень",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150255","Технік служби захисту інформації","34 окрема бригада берегової оборони",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150119","Програміст","20 бригада оперативного призначення «Любарт»",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149843","Senior Backend Developer","Центр інновацій та розвитку оборонних технологій",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149551","Програміст","Український науково-дослідний інститут спеціальної техніки та судових експертиз СБУ",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149436","CSOC Engineer","Центр інновацій та розвитку оборонних технологій",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149421","Фахівець відділу підтримки користувачів","Міністерство Оборони",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149298","Senior Rust Developer","412 окрема бригада безпілотних систем «NEMESIS»",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"122076","Front-end Developer (Typescript/Node.js)","1 окремий медичний батальйон",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149098","Розробник штучного інтелекту","17 бригада «Рейд»",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149067","Customer Success/Account Manager","Центр інновацій та розвитку оборонних технологій",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149054","Senior QA Еngineer","Центр інновацій та розвитку оборонних технологій",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149039","ІТ-фахівець","Український науково-дослідний інститут спеціальної техніки та судових експертиз СБУ",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149007","SIGINT-аналітик (ELINT)","414 окрема бригада безпілотних систем «Птахи Мадяра»",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149004","Аналітик IMINT (GEOINT)","414 окрема бригада безпілотних систем «Птахи Мадяра»",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148998","SIGINT-аналітик (COMIN)","414 окрема бригада безпілотних систем «Птахи Мадяра»",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148995","OSINT-аналітик","414 окрема бригада безпілотних систем «Птахи Мадяра»",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148858","Інженер-програміст БПЛА (R&D)","Батальйон безпілотних систем «FATUM» 60 ОМБр",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"148773","Спеціаліст з кібербезпеки","414 окрема бригада безпілотних систем «Птахи Мадяра»",2025-10-31,2025-12-10,18,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"151538","IT-спеціаліст","Батальйон «Flying Skull»",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"151529","Security Engineer/Penetration Tester","Головне управління розвідки",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
